"","TB-rep5","TB-rep4","TB-rep3","TB-rep2","TB-rep1","NC-rep5","NC-rep4","NC-rep3","NC-rep2","NC-rep1","LTBI-rep5","LTBI-rep4","LTBI-rep3","LTBI-rep2","LTBI-rep1"
"ENSG00000227232",8.10528844668169,7.70313694125745,7.697970474582,7.98137880611914,7.4461947382672,7.63649096530385,7.0691827852338,8.00547989742562,7.42429235833168,7.36652191101643,7.19725632066061,7.40595313314285,7.49258962075895,7.67450435978595,7.40394017411365
"ENSG00000278267",6.890098786368,6.14878983965417,6.25180791590401,6.00942322620008,5.90976579726409,6.4768496093737,5.91787363901372,6.4324036947283,5.96128522298783,6.13073136994815,6.4098344525568,6.08164440521938,6.20718896891304,6.1416037724821,5.72354074944649
"ENSG00000268903",6.62428961225457,7.44202668356711,7.42528896967368,8.41260216397541,5.86772879569486,7.6254360678806,7.09666870916715,6.49072589469117,6.74394635412676,6.06705737181398,5.84085310863263,6.58016134466328,6.65653735646348,6.63837760649611,7.07642813562278
"ENSG00000269981",6.51423120247728,7.36584561952269,7.56860282344698,8.30235800907033,5.82242102216174,7.43479618199174,6.59696658398883,6.59817320130346,6.53831484542169,6.31285449559884,6.0804912105063,6.31463868225114,6.31566853052635,6.22385241909168,6.62684392437863
"ENSG00000241860",6.20937534261253,6.668868746728,6.88120885773323,6.80476632895565,6.0214141546648,6.53319777461418,6.04555463519191,6.5458469399366,6.31277537032636,5.83116431068719,5.6247450025425,5.88846770584285,5.93254117509718,5.71510949217765,6.09642656113781
"ENSG00000279457",9.27742570667919,8.88833909031649,8.77357537915993,9.25461209477587,8.80931758371001,8.85197890755497,7.90059529582736,9.10064594738593,8.44208929241978,8.62547761859559,8.32063717129336,8.68805063889883,8.42574449650455,8.60400250161189,8.32633825954426
"ENSG00000228463",5.9485928912593,5.67828368877839,6.04484286348701,5.60399143794712,6.17579218663547,5.64757406166747,5.50350737436004,5.70676942199334,6.24673986080512,6.11008894147373,5.70863502611738,5.93186393219669,6.26311079131272,5.86375404258889,5.58518989606977
"ENSG00000237094",7.93245489341562,7.58893983672952,7.84610937402968,7.83880296366708,6.66379159811788,7.46018493664006,6.9677987132838,7.57164359164281,6.76458048235622,7.36652191101643,6.46344540747339,7.02329385642186,6.54175252414068,7.03541067582119,7.23485132805288
"ENSG00000250575",6.02935217855674,5.95665547391272,6.23501399543873,6.27565620061592,5.94912276332522,6.31992676724278,5.24860488476388,6.15386505925369,5.6323019104301,5.76314029035208,5.99467633492917,5.79063734509333,5.88910336129174,5.90553001558683,5.91730070657083
"ENSG00000225630",7.36289622893348,7.75094070078067,7.50985619734866,7.16222138646906,7.61179679465424,7.25645959515563,7.46034049951608,7.68855378467303,8.42495059135877,7.47767409530574,8.27222739878598,7.73190324849934,7.7640639131347,7.67450435978595,7.54523417350042
"ENSG00000237973",9.49898598550843,10.0612277652781,10.2515260866264,12.4310497911433,9.09188793625691,9.69305106468776,10.5661205557491,10.0147458389302,10.5720206457196,9.76537561497107,10.9815157647739,9.37167819561236,10.0741294303713,10.0903923148961,9.87535974777267
"ENSG00000248527",12.1172950311271,12.5373718495955,12.6302220465288,12.2849726173039,12.2111874002817,12.4280797756269,12.7821741058865,12.6055685945125,13.183654790324,12.3680439123384,13.3376371642363,12.5280670679962,12.557489019056,12.7600396555134,12.4600178534257
"ENSG00000198744",5.60116413459936,5.85405800579723,6.47234314417712,5.74994276443393,5.65568219327305,5.73647099033102,6.30754017156613,5.85282414157663,6.13700518802095,5.83116431068719,7.09753598024525,6.08164440521938,5.88910336129174,5.71510949217765,5.72354074944649
"ENSG00000228327",8.9043816187508,8.27628379917478,8.82734098162449,8.03451508939049,7.77301067029499,8.68114833233449,8.00693507899008,8.68244854613115,8.09609095501592,8.38468958037028,7.60480731647184,8.31790860728373,7.6952986598819,7.9699060031129,8.47032129568735
"ENSG00000237491",7.94619551451076,7.50699702735733,7.57901053634956,7.13684128682425,7.09325601022756,6.9013474054888,7.08300237578022,7.41798251965154,7.052850838281,7.84764038511805,7.15548940600316,7.11217003350836,7.06379665768887,7.57561591995257,7.40394017411365
"ENSG00000230092",6.95039404031669,6.4521268189235,6.23501399543873,6.21684173504173,6.11771089511444,6.28510850848422,6.08342493049976,6.49072589469117,6.24673986080512,6.73393033598029,5.99467633492917,6.28877007155384,6.08246286042169,6.29882133579396,6.29247536912484
"ENSG00000177757",6.35726497762844,6.12418804605534,6.31594314190463,5.53902042016225,5.58134783257676,6.41712602802953,5.96318906775406,6.30393032281596,5.90935782218236,6.47809873723466,5.6247450025425,5.733977561364,6.01152876890694,6.19733646041906,6.18618501206763
"ENSG00000228794",8.76147808594083,8.24380958168159,8.59638279761665,8.4290727624217,8.23746124978248,8.16760589178401,8.24461986620018,8.25374911932677,8.44208929241978,8.67356403131343,8.09522723621293,8.67651012463648,8.23283275093134,8.79669406978217,8.72053528812268
"ENSG00000225880",6.92063021636098,6.61138008283559,6.06610289238414,6.63459887970365,6.14728002583615,6.35346120895823,5.86900697829878,6.71112441410108,5.96128522298783,6.49181523090288,6.15746428285079,6.01077665685652,6.28977699722977,5.86375404258889,6.36457888962607
"ENSG00000230699",8.04298000589215,5.46403898755602,7.6198481629166,5.24860488476388,5.24860488476388,5.24860488476388,5.50350737436004,5.24860488476388,5.24860488476388,7.67533949480032,5.24860488476388,5.49214811310917,5.24860488476388,6.921919894893,7.61060114130862
"ENSG00000188976",10.7843821966988,10.688083494398,10.6686937943441,10.6783338140918,10.7931388611978,10.5814548295398,10.5930600641142,10.5719025739733,10.8026492033602,10.6068185508392,10.9787304798261,10.678568787864,10.6346879212302,10.8364956694881,10.7898753622114
"ENSG00000187961",9.74951818524169,8.86736511397956,8.89935473352788,9.33305637681503,8.30957197820343,8.71193152014263,8.11200614684171,9.00566743214968,7.95859944843522,8.46480189821596,8.10220023018743,8.84391762364099,8.53679781971034,8.3896334522491,9.16614414820308
"ENSG00000187583",6.6501017911168,6.68277637992203,6.40440898957982,6.50909983334889,6.66379159811788,6.61233129618531,6.15393683426068,6.5458469399366,6.7014984823451,6.22666827723887,6.15746428285079,6.72540965965098,6.28977699722977,6.22385241909168,6.49414664246577
"ENSG00000272512",5.53670618240454,6.21840280085284,6.28445447123531,6.13140044533221,5.86772879569486,6.28510850848422,5.24860488476388,6.5458469399366,5.85265093935625,5.63843476232656,5.94744102599147,5.733977561364,5.49239343074442,6.08165523495071,5.66037213395785
"ENSG00000188290",6.28639592347345,8.01683926348205,8.05117335516007,8.57515941330491,7.90460374401688,7.19619636836473,6.9677987132838,7.97745549053431,8.18071856104015,7.16449463867462,7.32730757055813,8.54718059974241,6.61963832596947,7.33367031093805,7.33697902399076
"ENSG00000187608",9.11402915422375,9.22521694817219,9.3277335141608,9.88972234883359,10.9962412736564,10.1434664744675,9.7714979419205,8.7687853554641,9.98478615685283,9.40776223109599,9.6751896089999,9.7870119163353,9.13175644151552,9.28790077729783,9.43539677252451
"ENSG00000188157",9.20647640839239,8.92938267307374,8.67135124388827,8.8062453487447,9.48774786794027,9.1422494689316,8.48209505749964,8.90098051991405,8.92355853433401,8.4876896455788,8.69911544634635,9.55413662742625,7.71088487247535,8.8162162918861,8.89881169855889
"ENSG00000217801",6.96015234726714,6.58143187506384,6.72714885010567,6.71074525506117,6.41865614469126,6.58661177073074,6.5095303901817,6.78525299019817,6.34405784611647,6.55774673170688,6.43700772811894,6.96943760988527,6.76030345358607,6.49283322177721,6.8070746693434
"ENSG00000131591",9.48523419315634,8.95692972746302,8.82522893688187,9.39585091597115,8.53427429399416,8.52792651154425,8.34982233828428,9.00566743214968,8.69130481566001,8.81101648955454,8.50436975352847,8.57234734276185,8.58715226303445,8.61521619643275,8.89564666325407
"ENSG00000162571",6.35726497762844,6.8006716192266,5.78313046562874,6.63459887970365,6.55782250365092,6.53319777461418,6.59696658398883,6.90764723208454,7.0999611340207,6.26216505137448,6.19332632050158,7.56170162555242,5.66986347347059,5.94464412608824,6.45283807656071
"ENSG00000186891",8.73835924317718,10.269353474544,7.34729813553562,10.3182465848862,9.74044252052375,9.1422494689316,8.79062712668191,8.30389062104318,9.77326436759335,8.59949768306232,9.89430176594191,10.2520420005141,9.548384708393,10.0417647380537,9.51359987908967
"ENSG00000186827",7.43813600131505,8.15478877883249,6.5359328673191,8.54531794328812,7.31644758480144,7.06622787459427,6.6380971072516,6.5810201026911,7.95054426595489,7.01201387567879,7.19725632066061,7.9233417801804,7.82951171019999,8.44950046532196,8.1390347294338
"ENSG00000078808",12.3614276404964,12.4123454565144,11.8155970410546,12.1672330683332,12.5699527444909,12.2296551386402,12.3421840346871,12.2017581928585,12.5231249174371,12.0960270911667,12.5968907560807,12.5270055925061,12.4479553341369,12.7905721153337,12.4968054035802
"ENSG00000176022",9.61013965866036,10.0623756398398,9.05145496172941,9.66735113313777,10.20314907649,9.70830176501563,9.78325700197896,9.33551115149445,9.73017793296284,9.62542343826859,10.5425381715462,10.2597374950774,10.03120974992,10.2640967030525,9.91323483806197
"ENSG00000184163",6.77075172711758,6.3989647864966,6.47234314417712,6.31278531067358,5.98623036593424,6.41712602802953,6.3883627754243,6.90764723208454,6.56322402250784,6.64355615862391,5.84085310863263,6.31463868225114,6.28977699722977,6.29882133579396,6.57202987556957
"ENSG00000260179",6.43889877907381,5.8902074135884,5.97696773109321,6.36578062786874,5.86772879569486,6.03916022016739,5.96318906775406,6.23219250738896,6.09683792782061,6.08887911913901,5.99467633492917,6.01077665685652,5.93254117509718,6.08165523495071,6.21402332122464
"ENSG00000160087",10.6028694561623,10.5680394673722,10.3914574092764,10.378171006442,10.6026339597459,10.4786302836406,10.3514824159113,10.514866265287,10.5144509538971,10.4578361232064,10.8866352046609,10.683343100381,10.7802267999052,10.7651260591721,10.6210608422847
"ENSG00000230415",6.45442895953852,6.1726565802522,5.90142931740157,6.49416527949924,6.05492738361818,5.98922907387371,5.81566844941928,6.23219250738896,5.71785090676142,5.79825595516284,5.6247450025425,6.56053393030416,5.84227561733603,5.76961232192237,6.15737365543
"ENSG00000162572",8.16880685091015,7.32601199939607,7.3717974162732,7.97232039921283,6.97102203429676,6.7987431713527,6.3883627754243,7.60928612589033,6.8243202295878,7.1183429697626,6.63141913545356,7.54430289869404,6.95713526839992,6.93507421151156,7.47648157119035
"ENSG00000131584",11.3622383239022,10.3691634293253,10.4181617396989,10.9151182696165,9.81241509256321,10.1620286042183,9.61356895029468,10.8653412110867,10.1261047732603,9.98735611772925,9.76429057417689,10.4432448357467,10.3469411510748,10.0417647380537,10.4926089362244
"ENSG00000169972",7.87126997597933,7.75679921401186,7.60975515118795,7.65111109893198,7.49808618942026,7.54538000066767,7.7195831701576,7.59435625404127,7.82367368544229,7.72051171579113,7.83439800223524,7.73190324849934,7.6952986598819,7.7035226030028,7.96001006492465
"ENSG00000127054",11.7235861815511,11.3744380236634,11.2145245955289,11.5392473741815,11.1192868278706,11.1521563402766,11.05686876282,11.2061065742741,11.1034110134815,11.1014223532834,11.1007369387671,11.3802200740403,11.0572589809246,11.1978439631867,11.393119373674
"ENSG00000240731",7.54654113558012,7.2424414606287,7.20350946175702,7.46629272970104,6.94501983339565,6.92082948992145,6.77092715912019,7.13087971719406,6.80475245928232,7.0704092242735,6.48919596605495,7.07486449365804,6.70963693679275,6.89516413268998,7.20254669614737
"ENSG00000224051",9.18581222974982,9.39190829144006,9.06044374283018,8.91256558375631,9.25973371374739,9.61696679332493,8.95285458088666,9.19209908263241,9.20185801931909,9.10766524692399,9.66827887209183,9.65887176405136,9.5999969311201,9.88210045986838,9.27950352694534
"ENSG00000169962",7.09779961950217,6.8006716192266,6.56030016579588,6.91237790517498,6.68047927786471,7.29985630220718,6.11947937854078,6.81359477673767,6.76458048235622,6.43577522290257,6.35305583407393,7.17195899220135,6.90002717191074,7.02331496794898,6.89449425547719
"ENSG00000107404",10.0210533346749,9.89204063013322,9.43510961093703,9.85396265889323,9.24040693576031,9.58701896417852,9.4336097472665,9.93851894239393,9.53309070839257,9.52757424375156,9.70024828639508,9.96556020801886,9.80909894624333,9.83687824304937,10.0834310934129
"ENSG00000162576",8.57378206564945,7.86356867968912,7.49337164207557,8.4290727624217,7.4194592606128,7.4850924774361,6.85703310619075,8.30836117214661,7.48269883092465,7.02898550738286,6.51430273476997,8.14870393806125,7.45557933663286,7.65232273524795,7.59455731126768
"ENSG00000175756",10.3596520267652,10.1437902202922,9.64278679629794,10.0050557640926,10.0852168207561,9.7604394571295,9.94026955330869,9.98335902140787,10.1486522167863,9.8076523578869,10.4952323092284,10.0300035462881,10.1438612051398,10.1804868127277,10.1810582395186
"ENSG00000221978",12.2229898402785,11.6995594779652,11.4213488338937,12.1010023451766,11.3229530498301,11.4267129222346,11.0217837378883,11.7026946699539,11.3348589898525,11.4873670281704,11.1024437649117,11.5523594575929,11.3789287598304,11.2480741061661,11.676711754359
"ENSG00000224870",9.49136238007804,9.41189573595471,9.09933585614191,9.32086042432854,9.25492642628438,9.21539423851304,9.10477316465773,9.10828295796745,9.21510584715212,9.17047438075917,9.41927734025634,9.55830940432066,9.28112340925044,9.46464429135522,9.41130037537031
"ENSG00000242485",9.91805213764116,9.86333989454745,9.64397984261548,10.0351627976147,9.92389187175723,9.71334956819275,9.6988483553074,9.74208393098122,9.83235244462654,9.8076523578869,9.73152176567963,9.48127758979138,9.667338794501,9.75540396334847,9.75535288143126
"ENSG00000272455",6.6501017911168,6.01697197653371,6.36122327176159,6.39950935996173,5.98623036593424,5.98922907387371,6.36219524789554,6.30393032281596,6.31277537032636,6.37631824062108,6.43700772811894,6.63694340938925,6.36534566384938,6.27453732462504,6.85160753505658
