"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant"
"ENSG00000138496.16|PARP9",1689.24067394863,1.06954791661179,0.168034770707004,1.16366068545146e-11,1.34961366298661e-07,TRUE
"ENSG00000069399.14|BCL3",368.793301283404,1.72972947301212,0.288074685641623,7.62999076986638e-11,4.42463164744552e-07,TRUE
"ENSG00000100911.15|PSME2",4467.54840587781,0.500756991202948,0.0905335885933265,2.67027218132744e-09,4.64632709128159e-06,FALSE
"ENSG00000108953.16|YWHAE",1477.90067576179,0.546838491557454,0.09840594497424,1.83453213163155e-09,4.64632709128159e-06,FALSE
"ENSG00000168394.10|TAP1",3602.31263720477,0.659040812015952,0.118603329064455,1.73488450523082e-09,4.64632709128159e-06,FALSE
"ENSG00000180549.7|FUT7",349.272925841057,1.39124226586245,0.257032114491674,2.80430157259623e-09,4.64632709128159e-06,TRUE
"ENSG00000225131.2|PSME2P2",82.8783547019691,0.664797122063807,0.121919739715168,2.60373931776366e-09,4.64632709128159e-06,FALSE
"ENSG00000123416.15|TUBA1B",984.640342491925,0.66421485875321,0.125912008140306,6.91171511178501e-09,1.00202589833103e-05,FALSE
"ENSG00000117228.9|GBP1",1725.93584457866,0.911455525959573,0.177130639686201,1.33708175492909e-08,1.72305268818528e-05,FALSE
"ENSG00000080546.13|SESN1",1369.02372468121,-0.718792554636915,0.142699436321462,3.07600786875662e-08,3.56755392618392e-05,FALSE
"ENSG00000189343.7|AC004448.1",247.750711003158,-1.43781688037384,0.290676312954885,3.50862261517356e-08,3.69936409916209e-05,TRUE
"ENSG00000097021.19|ACOT7",232.680337475568,1.15296383735778,0.239844565855514,6.43580037666859e-08,4.7566698333438e-05,TRUE
"ENSG00000100097.11|LGALS1",3888.90819976681,0.826539185170487,0.168935469878514,6.13755233563973e-08,4.7566698333438e-05,FALSE
"ENSG00000132965.9|ALOX5AP",3656.86242772131,0.463190232362731,0.0945543388843211,6.56205529690471e-08,4.7566698333438e-05,FALSE
"ENSG00000171848.14|RRM2",140.587083544795,1.60517382907789,0.334384242621973,5.9128020136306e-08,4.7566698333438e-05,TRUE
"ENSG00000188229.5|TUBB4B",1084.62915211479,0.770489720524121,0.15879253088639,5.93728319496951e-08,4.7566698333438e-05,FALSE
"ENSG00000184613.10|NELL2",1324.3063632613,-0.958425721533838,0.200727022944641,9.34840888221138e-08,6.0234914564382e-05,FALSE
"ENSG00000238000.1|AC116347.1",74.06589369862,1.09193803511295,0.230658456347517,8.87194172619642e-08,6.0234914564382e-05,TRUE
"ENSG00000123975.4|CKS2",220.588761754244,1.22564730289778,0.26022642776238,9.91801888770457e-08,6.0541675294525e-05,TRUE
"ENSG00000105281.12|SLC1A5",265.246353902139,1.07452703493443,0.229094787808132,1.21047713474983e-07,6.95107476258147e-05,TRUE
"ENSG00000135821.17|GLUL",1724.23873505566,0.59192145239768,0.125252474624713,1.25860122447155e-07,6.95107476258147e-05,FALSE
"ENSG00000027869.11|SH2D2A",988.816474899985,0.718352430786633,0.153705620710064,1.62005568304587e-07,8.54063900543908e-05,FALSE
"ENSG00000167900.11|TK1",237.093826738808,1.58297360983465,0.345946629970422,1.76265475514811e-07,8.8883781957425e-05,TRUE
"ENSG00000240065.7|PSMB9",6499.67764565252,0.491567881198392,0.106591152495318,2.33356660008155e-07,0.000112769605948941,FALSE
"ENSG00000154451.14|GBP5",4180.9134355079,0.720212329247445,0.157115685588364,2.46394845217305e-07,0.000114307496593212,FALSE
"ENSG00000243449.6|C4orf48",309.928812480605,0.589541364257955,0.129724331580583,3.00713132996706e-07,0.000129172996907252,FALSE
"ENSG00000255733.5|IFNG-AS1",98.2452369945714,-1.60984532936621,0.356399285558223,2.90055337346099e-07,0.000129172996907252,TRUE
"ENSG00000189159.15|JPT1",1931.74692606319,0.432797742434121,0.0956320340984679,4.40375760697931e-07,0.000182409931163379,FALSE
"ENSG00000166503.8|HDGFL3",108.076837755733,2.07902953006383,0.478785343272475,4.68681615150308e-07,0.000187440323190113,TRUE
"ENSG00000051523.10|CYBA",8724.77026278576,0.615340369036903,0.139798869573796,6.1344305952386e-07,0.000236615561022727,FALSE
