"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant"
"ENSG00000058668.14|ATP2B4",1245.50544789185,0.410865693523035,0.111562063643422,7.67676048556668e-06,0.0595217624248413,FALSE
"ENSG00000189343.7|AC004448.1",247.750711003158,-1.0380405084996,0.269566665823823,5.66952531804106e-06,0.0595217624248413,FALSE
"ENSG00000166503.8|HDGFL3",108.076837755733,1.40992131115975,0.470477577602854,5.88511555004546e-05,0.30420162278185,FALSE
"ENSG00000130589.16|HELZ2",115.773778676736,0.71453993139646,0.245908092321411,9.71305472316307e-05,0.376550848980224,FALSE
"ENSG00000074966.10|TXK",834.934613953075,-0.407314115496751,0.147197858746033,0.000173866626820009,0.464376640845613,FALSE
"ENSG00000181896.11|ZNF101",1242.7292965686,-0.372025126760337,0.133138653108519,0.000179677554979924,0.464376640845613,FALSE
"ENSG00000225630.1|MTND2P28",243.209173895539,-9.5463182111275e-06,0.00144267738124915,0.000242153655948084,0.469384592848368,FALSE
"ENSG00000230076.1|RPL10P6",190.764419150054,0.981486797498001,0.383336054142124,0.000226186969944958,0.469384592848368,FALSE
"ENSG00000180822.11|PSMG4",413.37309665215,-3.23988981334574e-05,0.00144276411333714,0.000346254962842702,0.562557507590843,FALSE
"ENSG00000241525.4|AC141424.1",7.84059397721586,1.51272260505104,0.65204454521751,0.000362776492932768,0.562557507590843,FALSE
"ENSG00000277075.2|HIST1H2AE",32.9343672958663,-1.15838245663445,0.456262462516383,0.000434886158845964,0.613070878656761,FALSE
"ENSG00000162298.18|SYVN1",357.830835944715,0.407444030544949,0.181042614266633,0.000642658359239547,0.830475264727304,FALSE
"ENSG00000000003.14|TSPAN6",48.1497995293185,-1.07594763874675e-05,0.00144271197440407,0.658184321602359,0.999897652598385,FALSE
"ENSG00000000419.12|DPM1",740.710536374056,1.80736319712122e-06,0.00144264588855111,0.764574828660204,0.999897652598385,FALSE
"ENSG00000000457.13|SCYL3",256.702147556676,-1.05312440987354e-05,0.001442656418176,0.103072100962178,0.999897652598385,FALSE
"ENSG00000000460.16|C1orf112",90.8251150935196,-7.85141621943896e-08,0.00144267420888026,0.976635717154125,0.999897652598385,FALSE
"ENSG00000000938.12|FGR",478.016423261809,3.38579296398946e-07,0.00144268521077699,0.903417529679957,0.999897652598385,FALSE
"ENSG00000000971.15|CFH",317.477066252854,1.37379237786914e-06,0.00144267639619178,0.71273077419024,0.999897652598385,FALSE
"ENSG00000001036.13|FUCA2",206.617938474216,7.29789952896386e-06,0.00144265491169451,0.222062582470403,0.999897652598385,FALSE
"ENSG00000001084.10|GCLC",128.188104907314,5.8913791666025e-06,0.00144268685014361,0.067744011291946,0.999897652598385,FALSE
"ENSG00000001167.14|NFYA",281.298778919119,-2.98601188545003e-06,0.00144263743444474,0.646146078976986,0.999897652598385,FALSE
"ENSG00000001460.17|STPG1",90.1756586071928,1.52076776252927e-07,0.00144267873012172,0.967966227389032,0.999897652598385,FALSE
"ENSG00000001461.16|NIPAL3",1553.56386243573,-9.48110650610587e-06,0.00144250665150185,0.433734837574816,0.999897652598385,FALSE
"ENSG00000001497.16|LAS1L",699.998775218846,2.42606211052697e-06,0.00144259174806255,0.780848208951023,0.999897652598385,FALSE
"ENSG00000001561.6|ENPP4",289.772508522695,1.96757843855405e-06,0.00144267073496633,0.645256575760384,0.999897652598385,FALSE
"ENSG00000001629.9|ANKIB1",362.095826444025,6.24320782919606e-06,0.0014426333753196,0.375280592386717,0.999897652598385,FALSE
"ENSG00000001630.15|CYP51A1",20.7042962296268,-2.76415973254008e-06,0.00144267333528879,0.497433395858414,0.999897652598385,FALSE
"ENSG00000001631.15|KRIT1",307.322647894378,5.12696400064792e-06,0.00144265877736829,0.346005460553651,0.999897652598385,FALSE
"ENSG00000002016.17|RAD52",221.120646655292,1.58816464745146e-06,0.00144264515071807,0.793687925453183,0.999897652598385,FALSE
"ENSG00000002330.13|BAD",178.131341901801,7.86308524929544e-07,0.00144261822157057,0.916947238883865,0.999897652598385,FALSE
"ENSG00000002549.12|LAP3",887.869893899892,7.69620622343624e-06,0.00144262467829347,0.313972800266006,0.999897652598385,FALSE
